"","Start_Date","End_Date","Company","Lecture","Lecture_Comments","Responsive","Responsive_Comments","Student_Guide","Guide_Comment","Lab_Exercises","Lab_Comments","Classroom","Classroom_Comments","Computer","Computer_Comments","Network","Network_Comments","See_Hear","See_Hear_Comments","Years_Experience","Experience_Comments","IP_or_Telephony_Background","Background_Comments","Had_Knowledge_Skills","Knowledge_Skills_Comments","Metaswitch_Experience","Metaswitch_Exp_Comments","Attended__Appropriate_Time","Appropriate_Time_Comments","Learned_What_I_Needed","Learned_Comment","Recommend_Class","Recommend_Comments","Feedback","Instructor","Location","Course","Technical_Details"
"293","2016-04-08 2:43:12","2016-04-08 2:49:49","Cablevision","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","Other (please specify) Cablevision Bathpage","EAS Administration & Troubleshooting ","Strongly Agree   "
"294","2016-04-08 2:43:12","2016-04-08 2:50:05","Cablevision","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","It was a great class and Mike was a great instructor. Very knowledgeable in the EAS subject.","    Dr. Michael Allen       ","Other (please specify) Bethpage","EAS Administration & Troubleshooting ","Strongly Agree   "
"295","2016-04-08 2:42:45","2016-04-08 2:48:45","Cablevision","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","Other (please specify) Cablevision - Bethpage","EAS Administration & Troubleshooting ","Strongly Agree   "
"296","2016-04-08 2:43:05","2016-04-08 2:49:07","Cablevision","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","The classroom was a bit uncomfortable at times but that was at no fault to Meta as we, Cablevision, provided the classroom.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Eleven to Twenty Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","    Dr. Michael Allen       ","Other (please specify) Cablevision - Bethpage","EAS Administration & Troubleshooting ","Strongly Agree   "
"297","2016-04-08 2:43:12","2016-04-08 2:49:13","Cablevision","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","Mike was very thorough and allowed me as well as others to focus on the content being delivered. It was a great training session and would definitely recommend him for future training courses.","    Dr. Michael Allen       ","Other (please specify) Cablevision - Bethpage","EAS Administration & Troubleshooting ","Strongly Agree   "
"298","2016-04-08 2:42:55","2016-04-08 2:51:30","Cablevision","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","This course is good if we were immediately using the product being presented.  The labs were good to get hands on using Metaview Web, CommPortal, SAS. The instructor was very knowledge and kept the class engaged at all times.","","    Dr. Michael Allen       ","Other (please specify) Cablevision-Bethpage","EAS Administration & Troubleshooting ","Strongly Agree   "
"299","2016-04-04 2:13:04","2016-04-04 2:47:16","","Disagree","","","","","","","","","","Strongly Agree","","","","","","","","","","","","","","","","","","","","","           "," ","Advanced Translations ","   "
"300","2016-03-31 3:01:12","2016-03-31 3:06:04","TeleCentro","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Six to Ten Years","","Both IP and Telephony","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","","Genaro Islas           ","On-site at my Company Location ","Translations (International version) "," Agree  "
"301","2016-03-31 3:01:15","2016-03-31 3:08:36","TeleCentro SA","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","The training was done in our location.","Strongly Agree","We used our own notebooks.","Strongly Agree","We provided the Internet access.","Strongly Agree","","Twenty One or More Years","","Telephony","","Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","Genaro is a very gentle instructor. I recommend strongly.","Genaro Islas           ","On-site at my Company Location ","Translations (International version) ","Strongly Agree   "
"302","2016-03-31 3:01:06","2016-03-31 3:06:21","Telecentro","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Twenty One or More Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","I really enjoy the class, Genaro has a lot of knowledge and experience","Genaro Islas           ","On-site at my Company Location ","Translations (International version) ","Strongly Agree   "
"303","2016-03-23 9:37:53","2016-03-23 9:45:46","ImOn Communications","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","NA ","Strongly Agree","","Agree","","Strongly Agree","","One to Five Years","","Telephony","","Agree","","2 to 5 years","","Yes","","Strongly Agree","","Yes","","","  Jake Livingstone         ","Accession Meeting - Online ","HPBX CSR Provisioning "," Agree  "
"304","2016-03-23 9:38:23","2016-03-23 9:45:19","Matanuska Telephone Assoc.","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Telephony","","Strongly Agree","","2 to 5 years","","No","Should have attended sooner","Strongly Agree","","Yes","","","  Jake Livingstone         ","Accession Meeting - Online ","HPBX CSR Provisioning ","Strongly Agree   "
"305","2016-03-23 9:38:38","2016-03-23 9:45:21","Jaguar Communications","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Twenty One or More Years","","IP","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","","  Jake Livingstone         ","Accession Meeting - Online ","HPBX CSR Provisioning "," Agree  "
"306","2016-03-23 9:37:50","2016-03-23 9:50:49","MTA","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Neither","","Strongly Agree","","12 to 23 months","","No","I have already been provisioning lines within the meta for 18 months, including business groups for MLH and DNH applications. ","Disagree","not Jake's fault: we signed up for the wrong course","Yes","I think this would be a great class for our customer service reps and outside sales team","","  Jake Livingstone         ","Accession Meeting - Online ","HPBX CSR Provisioning ","   "
"307","2016-03-23 9:37:15","2016-03-23 9:41:49","Pioneer Communications","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","  Jake Livingstone         ","Accession Meeting - Online ","HPBX CSR Provisioning ","Strongly Agree   "
"308","2016-03-23 9:37:05","2016-03-23 9:40:34","Entouch Systems","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Six to Ten Years","","Both IP and Telephony","","Strongly Agree","","Less than 3 months","","Yes","","Strongly Agree","","Yes","","Don't change a thing.","  Jake Livingstone         ","Accession Meeting - Online ","Other (please specify) Very helpful course.  Would like to see more of them for other topics.","Strongly Agree   "
"309","2016-03-23 9:36:54","2016-03-23 9:41:56","Northwestern Indiana Telephone Co (NITCO)","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Eleven to Twenty Years","","Telephony","","Agree","","2 to 5 years","","Yes","","Agree","","Yes","","","  Jake Livingstone         ","Accession Meeting - Online ","HPBX CSR Provisioning "," Agree  "
"310","2016-03-23 9:36:41","2016-03-23 9:40:36","TOUA","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","Strongly Agree","","One to Five Years","","Both IP and Telephony","","Strongly Agree","","2 to 5 years","","Yes","","Strongly Agree","","Yes","","","  Jake Livingstone         ","Accession Meeting - Online ","HPBX CSR Provisioning ","Strongly Agree   "
"311","2016-03-22 6:29:45","2016-03-22 6:29:51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","           "," ","Features & Applications ","   "
"312","2016-03-22 6:12:25","2016-03-22 6:16:26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","           "," ","Advanced Translations ","   "
"313","2016-03-22 5:36:51","2016-03-22 5:38:35","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","           "," ","Translations (International version) ","   "
"314","2016-03-18 9:17:00","2016-03-18 9:26:29","GCI Communication Corp","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Disagree","Domain login requirement and software installation and configuration restrictions caused problems (GCI problem)","Agree","","Agree","","Twenty One or More Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"315","2016-03-18 9:16:25","2016-03-18 9:23:54","GCI","Strongly Agree","","Strongly Agree","","Agree","Would have been nice if we would have received hard copies of the training for note taking.","Strongly Agree","","Agree","","Agree","","Strongly Agree","","Agree","","Twenty One or More Years","","Telephony","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","Sunny did and excellent job with our training and on short notice.  This was perfect timing based on our immediate need for running traffic through the Perimeta. ","      Sunny Carter     ","Other (please specify) GCI's Training Center in Anchorage Alaska.","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"316","2016-03-18 9:14:53","2016-03-18 9:25:02","GCI","Agree","","Agree","","Agree","","Agree","","Agree","","Disagree","I ended up using a laptop the I brought due to issues","Agree","","Agree","I did have to get closer to see some the monitors","One to Five Years","","Telephony","","Agree","","3 to 11 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","Other (please specify) Anchorage,Alaska","Perimeta SBC Deployment & Troubleshooting "," Agree  "
"317","2016-03-18 9:12:06","2016-03-18 9:16:36","GCi","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","3 to 11 months","","Yes","","Strongly Agree","","Yes","","","      Sunny Carter     ","Other (please specify) Alaska","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"318","2016-03-18 9:07:43","2016-03-18 9:17:22","GCI","Strongly Agree","","Strongly Agree","","Agree","","Agree","","Agree","","Agree","","Agree","","Strongly Agree","","Eleven to Twenty Years","","Telephony","","Agree","","Less than 3 months","","Yes","","Agree","","Yes","","","      Sunny Carter     ","Other (please specify) On site - Anchorage","Perimeta SBC Deployment & Troubleshooting ","Strongly Agree   "
"319","2016-03-18 9:12:52","2016-03-18 9:19:23","GCI","Agree","","Strongly Agree","","Agree","Would still like to see hardcopies of course slides distributed to students on first day.  Hardcopy is useful for taking notes at appropriate points in the lecture, otherwise, later, trying to reconcile notes on separate paper to where it was in the lecture is frustrating.","Agree","","Agree","","Agree","","Agree","","Agree","","Twenty One or More Years","","Telephony","","Agree","","2 to 5 years","","Yes","","Agree","","Yes","","Please provide hardcopy of the course presentation slides to students on first day of class.  Useful for note taking and review.  Softcopy is also desired, and is useful too in a supporting way to hardcopy.","      Sunny Carter     ","On-site at my Company Location ","Perimeta SBC Deployment & Troubleshooting "," Agree  "
